Price,Distance_km,Room_Capacity,Wifi,Mess,Security_Rating,AC,Attached_Washroom,Vending_Machine,Study_Room,Gym,Lift,Hostel_Type
7980,0.52,3,0,0,8,1,0,1,1,0,1,Standard
11613,3.52,4,1,1,8,1,1,0,1,1,1,Premium
3325,2.76,4,0,1,5,0,1,1,0,0,0,Budget
5443,2.41,2,1,1,5,0,1,1,1,0,0,Standard
11689,3.59,3,1,1,6,1,1,1,1,1,1,Premium
4029,3.52,4,0,1,4,0,1,0,1,0,1,Budget
6258,4.53,2,0,0,6,1,1,1,0,0,0,Standard
9016,1.58,3,1,1,9,1,1,0,1,1,1,Premium
3704,1.82,1,1,1,3,0,0,0,0,0,0,Budget
5554,2.72,2,0,1,5,1,0,0,1,0,1,Standard
11410,4.45,2,1,1,7,1,1,0,1,1,1,Premium
4778,2.68,4,0,1,6,0,1,0,0,0,0,Budget
5672,4.22,4,1,0,5,1,0,1,0,1,1,Standard
10497,3.6,2,1,1,9,1,1,0,1,1,0,Premium
4538,2.17,3,1,1,4,0,0,1,0,1,1,Budget
5279,2.2,2,1,0,5,0,0,0,1,1,0,Standard
11698,4.79,2,1,1,9,1,1,1,1,1,1,Premium
4053,1.73,4,1,1,4,0,0,1,0,0,0,Budget
6426,4.74,1,0,1,7,0,1,0,1,1,1,Standard
8880,1.6,2,1,1,7,1,1,1,1,1,0,Premium
3942,3.4,3,1,1,4,0,0,0,1,0,0,Budget
5829,3.35,1,0,1,8,1,1,1,1,0,1,Standard
11820,1.01,4,1,1,8,1,1,0,1,1,1,Premium
3181,1.49,4,1,1,6,0,1,1,1,0,0,Budget
5502,3.53,2,0,1,7,0,0,1,1,0,0,Standard
8524,2.55,3,1,1,6,1,1,1,1,1,0,Premium
4618,1.86,2,1,1,5,0,1,0,0,0,0,Budget
6415,1.82,2,1,0,5,1,1,0,0,1,1,Standard
11392,3.49,3,1,1,7,1,1,1,1,1,0,Premium
3556,3.8,3,1,1,6,0,1,0,0,1,1,Budget
5227,0.96,2,1,1,5,1,1,0,0,0,1,Standard
8518,2.82,4,1,1,7,1,1,0,1,1,1,Premium
4949,1.29,3,0,1,3,0,1,0,1,1,1,Budget
7144,2.57,4,0,0,6,1,1,0,1,0,1,Standard
9585,2.64,4,1,1,8,1,1,1,1,1,0,Premium
4434,2.21,2,0,1,3,0,1,0,0,1,1,Budget
7804,2.43,2,0,1,7,1,1,1,1,1,0,Standard
11737,4.51,1,1,1,7,1,1,0,1,1,0,Premium
4142,1.83,3,1,1,5,0,1,0,0,1,0,Budget
6350,4.36,3,1,1,6,1,0,0,0,0,1,Standard
9003,0.6,2,1,1,6,1,1,1,1,1,0,Premium
3312,4.02,3,1,1,3,0,1,0,0,1,0,Budget
6403,2.7,4,1,1,8,0,0,0,1,0,0,Standard
9065,2.13,2,1,1,6,1,1,1,1,1,0,Premium
4558,0.84,3,1,1,5,0,1,0,1,1,1,Budget
7205,1.85,3,1,1,5,0,0,0,1,1,0,Standard
9534,4.51,2,1,1,8,1,1,0,1,1,0,Premium
3162,0.56,4,0,1,6,0,0,0,1,0,1,Budget
5757,1.4,3,1,1,5,0,1,1,0,1,0,Standard
8454,0.6,4,1,1,6,1,1,0,1,1,0,Premium
3664,1.34,1,1,1,5,0,0,0,0,1,0,Budget
6247,3.34,3,0,1,5,0,1,0,1,0,0,Standard
9427,4.76,3,1,1,8,1,1,1,1,1,0,Premium
3251,3.14,2,0,1,6,0,0,0,0,0,1,Budget
6102,3.19,1,1,1,7,1,0,0,0,0,0,Standard
8018,1.83,2,1,1,9,1,1,1,1,1,1,Premium
3954,1.08,4,1,1,5,0,0,1,1,1,1,Budget
7206,1.37,3,0,0,5,1,0,0,0,0,1,Standard
11617,0.8,2,1,1,7,1,1,0,1,1,1,Premium
4618,1.03,4,0,1,3,0,1,0,0,0,0,Budget
7177,3.81,1,1,1,7,0,0,0,1,1,0,Standard
8629,1.95,3,1,1,9,1,1,0,1,1,0,Premium
4959,1.87,1,0,1,6,0,0,1,0,1,0,Budget
7168,0.93,4,0,0,8,1,1,0,1,0,1,Standard
9400,4.2,2,1,1,9,1,1,1,1,1,0,Premium
3648,2.37,3,0,1,6,0,1,0,0,0,0,Budget
5811,2.82,4,0,1,7,1,0,1,1,1,0,Standard
8652,3.52,4,1,1,6,1,1,1,1,1,1,Premium
4910,3.58,2,1,1,6,0,0,0,1,1,1,Budget
6582,4.35,4,0,0,8,0,0,0,0,1,0,Standard
10890,2.19,2,1,1,6,1,1,1,1,1,0,Premium
4437,1.25,2,1,1,6,0,1,0,1,0,0,Budget
6681,3.71,4,1,0,5,0,1,1,1,0,0,Standard
11400,1.44,2,1,1,9,1,1,0,1,1,0,Premium
3108,3.76,2,1,1,6,0,0,0,0,0,1,Budget
6321,3.74,4,1,1,8,0,1,1,0,1,1,Standard
9192,4.28,2,1,1,6,1,1,1,1,1,1,Premium
3353,2.32,1,1,1,5,0,1,1,0,1,1,Budget
7920,3.56,1,0,1,6,0,1,1,0,0,0,Standard
9220,3.15,4,1,1,7,1,1,0,1,1,0,Premium
3637,1.28,4,1,1,6,0,1,0,1,0,0,Budget
6703,1.26,1,1,0,8,1,1,0,1,0,1,Standard
10713,3.59,4,1,1,7,1,1,1,1,1,1,Premium
4637,2.06,2,0,1,6,0,0,1,1,1,0,Budget
5664,4.76,1,0,0,5,0,1,0,0,1,0,Standard
11645,1.4,2,1,1,9,1,1,1,1,1,1,Premium
4213,4.4,4,0,1,6,0,1,1,1,1,1,Budget
7336,1.51,4,0,1,7,1,1,0,1,1,0,Standard
10776,4.95,3,1,1,9,1,1,0,1,1,1,Premium
4885,1.74,2,1,1,6,0,0,0,0,0,1,Budget
6735,3.15,4,1,0,7,1,0,0,1,0,1,Standard
11472,4.03,4,1,1,7,1,1,0,1,1,0,Premium
4103,4.3,3,1,1,4,0,1,1,1,0,0,Budget
7509,2.92,2,1,1,8,1,0,0,0,1,1,Standard
10140,0.73,3,1,1,9,1,1,1,1,1,0,Premium
4366,3.12,1,1,1,4,0,0,0,1,0,0,Budget
6553,2.93,3,1,1,8,0,0,1,1,0,0,Standard
11253,1.86,1,1,1,9,1,1,1,1,1,0,Premium
4029,3.18,4,0,1,5,0,0,1,1,1,1,Budget
6942,4.02,2,0,1,7,0,0,1,0,0,0,Standard
9172,2.31,1,1,1,6,1,1,1,1,1,1,Premium
4033,4.27,3,1,1,5,0,0,0,0,0,0,Budget
7259,3.04,1,0,0,6,1,0,0,0,0,0,Standard
11648,3.17,2,1,1,6,1,1,0,1,1,0,Premium
10421,1.54,2,1,1,7,1,1,0,1,1,0,Premium
